,text,Sentiment,created_at
2288,RT @gilmour_wendy: Crises often present opportunities for innovation: #Covid_19 included. Canadian 🇨🇦 and other Pakistani 🇵🇰 diaspora healt…,negative,04-25
2289,RT @HamidMirPAK: Good News:China may have a vaccine against #COVID19 by September 2020 for emergency use and will be available for general…,positive,04-25
2290,RT @KGlacier: Tulip Garden sans visitors due to Covid-19 lockdown https://t.co/yBYv08I1wu https://t.co/PVhEHHpKiq,negative,04-25
2291,RT @furqankhattak69: Dr Javaid Iqbal Prof Ent Hmc Peshawar just passed away in the holy month of Ramazan due to Noval Corona aka Covid_19 h…,negative,04-25
2292,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-25
2293,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2294,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2295,Good news is coming from PGI chandigarh as administration has claimed to have made Covid-19 Vaccine SUCCESSFULLY .… https://t.co/l1fH5hAyty,positive,04-25
2296,"RT @KashmirLobby: It is now more than a month that Kashmiris are under a severe lock-down amid #Covid_19 pandemic. Schools, colleges, unive…",positive,04-25
2297,"Dear Women Enterprenurs
 IWCCI has come up with an outstanding initiative of a Free Online Help Desk to cater Women… https://t.co/kyCYtC9GJY",positive,04-25
2298,"It is now more than a month that Kashmiris are under a severe lock-down amid #Covid_19 pandemic. Schools, colleges,… https://t.co/vmWbg9KL0U",positive,04-25
2299,RT @Sajidaminjaved: #MSMEs will be single most critical factor in post #Covid_19 #economic recovery. Countries better steering #SMEs throug…,positive,04-25
2300,RT @drmustafabashi1: Four more patient discharge from ajk all are from bhimber now 32 patient recovered from covid  19 in ajk only 23 activ…,positive,04-25
2301,RT @HamidMirPAK: Good News:China may have a vaccine against #COVID19 by September 2020 for emergency use and will be available for general…,positive,04-25
2302,"New upload - ""Coronavirus outbreak: Hundreds protest COVID-19 lockdown measures across the US""

Watch Now:… https://t.co/5gen020THj",positive,04-25
2303,"RT @IndianArmyAwaam: #IndianArmy extends warm wishes to the Kashmiri Awaam on the pious month of Ramzan. GOC, Kilo Force greeted villagers…",positive,04-25
2304,"RT @IndianArmyAwaam: During these testing times of #Covid_19, AGS Bandipore has come up with ingenious methods to keep their students engag…",positive,04-25
2305,"RT @SenatorSitara: Deeply saddened to hear the death of Dr. Javed due to COVID-19, he was a frontline soldier and was fighting tirelessly a…",negative,04-25
2306,"RT @rifatabdullahh: #COVID-19 
True https://t.co/NQiXgjHV4q",positive,04-25
2307,RT @GreaterKashmir: J&amp;K registers sixth #COVID-19 death as elderly #Tangmarg man passes away at #SKIMS Bemina | Greater Kashmir https://t.c…,positive,04-25
2308,"Oh God !!
Please mercy.
We are so sinful. 
We need a single sight of mercy.
RIP.
انا للہ وانا الیہ راجعون
#Covid_19… https://t.co/i0g33XtTdz",negative,04-25
2309,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-25
2310,RT @HamidMirPAK: Good News:China may have a vaccine against #COVID19 by September 2020 for emergency use and will be available for general…,positive,04-25
2311,COVID-19: ICPS taking special measures to keep child protection services running https://t.co/h4ZAH8jZlj https://t.co/h9xJuzWspf,positive,04-25
2312,"RT @PraetorianHorse: All my life I have tried to be Legit &amp; Honorable to go Higher in Life,
""I saw and learned, It became More Crooked as I…",positive,04-25
2313,"RT @rifatabdullahh: #Exclusive 
A Pregnant lady with twin babies died at Maternity Hospital Anantnag today. She had come from a #COVID-19 R…",positive,04-25
2314,"RT @PraetorianHorse: All my life I have tried to be Legit &amp; Honorable to go Higher in Life,
""I saw and learned, It became More Crooked as I…",positive,04-25
2315,RT @northerner_the: National flag of #Pakistan was illuminated on Matterhorn Switzerland last night. more than 12000 people have tested pos…,positive,04-25
2316,"RT @PraetorianHorse: All my life I have tried to be Legit &amp; Honorable to go Higher in Life,
""I saw and learned, It became More Crooked as I…",positive,04-25
2317,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2318,"RT @KashmirLobby: #Covid_19 Lock-down &amp; Kashmiris right to Information?

https://t.co/PAoAUPMfWx",positive,04-25
2319,"Took blood samples and recorded vitals of a 15 yr old suspected to have encephalitis,expired within few hours of ad… https://t.co/wk1ZhVluPk",negative,04-25
2320,"RT @JinnahInstitute: Haris Gazdar examines the trade-off between saving lives and livelihoods during the lockdown, in our special feature o…",positive,04-25
2321,"Deeply saddened to hear the death of Dr. Javed due to COVID-19, he was a frontline soldier and was fighting tireles… https://t.co/iV6RZ6tWhb",negative,04-25
2322,"#Covid_19 Lock-down &amp; Kashmiris right to Information?

https://t.co/PAoAUPMfWx",positive,04-25
2323,"RT @Sjunaidtweets: Avoid touching #MEN to stop the spread of #Covid_19-19
M- Mouth
E-  Eye
N- Nose
#Follow #Women to prevent #Covid_19.
W-…",positive,04-25
2324,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2325,Business establishments and shops to operate but not all. Kindly check and verify the advisory regarding your kind… https://t.co/Ll3qKRDDWF,positive,04-25
2326,RT @furqankhattak69: Dr Javaid Iqbal Prof Ent Hmc Peshawar just passed away in the holy month of Ramazan due to Noval Corona aka Covid_19 h…,negative,04-25
2327,"RT @rifatabdullahh: #COVID-19 
True https://t.co/NQiXgjHV4q",positive,04-25
2328,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2329,*5 Dariya News...A Pregnant lady with twin babies died at Anantnag Hospital. She had come from a #COVID-19 Red zone… https://t.co/AcSgaEyyfL,positive,04-25
2330,"200,000
Global death toll due to #Covid_19 https://t.co/GrDKpVrpNY",negative,04-25
2331,"RT @TOLOnews: The head of the Herat govt's human resource dept, Mina Naderi, has tested positive for COVID-19, said Mohammad Rafiq Sherzai,…",positive,04-25
2332,"RT @Sjunaidtweets: Avoid touching #MEN to stop the spread of #Covid_19-19
M- Mouth
E-  Eye
N- Nose
#Follow #Women to prevent #Covid_19.
W-…",positive,04-25
2333,"The head of the Herat govt's human resource dept, Mina Naderi, has tested positive for COVID-19, said Mohammad Rafi… https://t.co/EMvKYeH5PM",positive,04-25
2334,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2335,@yantong_yang @SpokespersonCHN Exactly the same allegations were made earlier. Now that China has defeated covid-19… https://t.co/9iGJR3O4cL,positive,04-25
2336,@narendramodi We will fight this pandemic together and get success but need to issue advisory to TV channels spread… https://t.co/GdwVurZVqd,positive,04-25
2337,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-25
2338,"RT @Al_bashar_: You didn’t only shared quotes about kindness, generosity &amp; helping in fighting against the #Covid_19 on Social Media but yo…",positive,04-25
2339,RT @HamidMirPAK: Good News:China may have a vaccine against #COVID19 by September 2020 for emergency use and will be available for general…,positive,04-25
2340,I love you Lala #shahidafridi #Covid_19 #LoveStory #PakistanArmy https://t.co/Z8HCCo9K8N,positive,04-25
2341,RT @northerner_the: National flag of #Pakistan was illuminated on Matterhorn Switzerland last night. more than 12000 people have tested pos…,positive,04-25
2342,@ForeignPolicy @maxbrooksauthor Present pandemic is not natural either. After 10 years same powers responsible for… https://t.co/lMM5tUcUUu,positive,04-25
2343,"RT @Ramizkhan066: انا لله وانا اليه راجعون .. 
Dr Javaid Iqbal Prof Ent #Hmc #Peshawar just passed away in the holy month of Ramazan due to…",negative,04-25
2344,UAE police deploy smart tech to fight COVID-19 https://t.co/t6jS7XxTLW,positive,04-25
2345,RT @HamidMirPAK: Good News:China may have a vaccine against #COVID19 by September 2020 for emergency use and will be available for general…,positive,04-25
2346,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-25
2347,#Contagion movie raise some critical questions  #Covid_19 #pakistan situation. Who will get the #vaccine first? Wil… https://t.co/iR6SnrZBWT,positive,04-25
2348,Iron-brother supporting us to defeat #covid_19! 中巴友谊万岁! https://t.co/0wmzCkxC3E,positive,04-25
2349,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2350,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-25
2351,RT @MirKabeerNP: #Worldeconomy is collapseing under the #Covid_19  epidemic. Interestingly but not surprising #Pakistaneconomy already coll…,positive,04-25
2352,"RT @UmarGanie1: As the mosques are closed in wake of spreading of deadly coronavirus , people are offering prayers and recite Quran inside…",negative,04-25
2353,"RT @Syedtg: COVID-19 Good Samaritans: Keeping Kashmir Safe, Why Shah Abbas Hotel On Dal Lake Is Heaven | Outlook India Magazine https://t.c…",positive,04-25
2354,"RT @asfand_says: Its Hilarious😄
This joke cracked me up😂🤣😂😄.
During #lockdownpakistan ,people r free &amp; they work their mind to write such j…",positive,04-25
2355,LIVE: Pakistan extends suspension of int'l flight operations till May 15 as Covid-19 tally hits 12652. #pakistan https://t.co/dNNPEzgc29,positive,04-25
2356,"RT @Sjunaidtweets: Avoid touching #MEN to stop the spread of #Covid_19-19
M- Mouth
E-  Eye
N- Nose
#Follow #Women to prevent #Covid_19.
W-…",positive,04-25
2357,"RT @DevelopmentPk: The Pakistani military received a batch of #COVID_19 aid on Friday, which was sent by the Chinese People's Liberation Ar…",negative,04-25
2358,"RT @rifatabdullahh: #Exclusive 
A Pregnant lady with twin babies died at Maternity Hospital Anantnag today. She had come from a #COVID-19 R…",positive,04-25
2359,"RT @Malik0oo: 1st Ramadan ALLAH ki rehmat 😇
Beautiful weather in Islamabad

#Islamabad #Covid_19 #lockdown https://t.co/uqh2QaZRnz",positive,04-25
2360,RT @MirKabeerNP: #Worldeconomy is collapseing under the #Covid_19  epidemic. Interestingly but not surprising #Pakistaneconomy already coll…,positive,04-25
2361,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-25
2362,"RT @Sjunaidtweets: Avoid touching #MEN to stop the spread of #Covid_19-19
M- Mouth
E-  Eye
N- Nose
#Follow #Women to prevent #Covid_19.
W-…",positive,04-25
2363,RT @HamidMirPAK: Good News:China may have a vaccine against #COVID19 by September 2020 for emergency use and will be available for general…,positive,04-25
2364,"COVID-19 Good Samaritans: Keeping Kashmir Safe, Why Shah Abbas Hotel On Dal Lake Is Heaven | Outlook India Magazine https://t.co/8bJZFEZks8",positive,04-25
2365,"RT @Atifanees07: This is my article on Covid 19 must read and also retweet. 

STRONG AND UNKNOWN ENEMY 
COVID -19
Today we live in an era o…",positive,04-25
2366,"RT @MPLadakh: Kargil becomes Covid-19 free District.

Thanks all warriors!",positive,04-25
2367,"Amazing
Wow
Strong lady

#Covid_19 https://t.co/1acaZ8ghjF",positive,04-25
2368,"RT @DevelopmentPk: The Pakistani military received a batch of #COVID_19 aid on Friday, which was sent by the Chinese People's Liberation Ar…",negative,04-25
2369,"#Covid_19
#lockdownquestions
Already Kashmir near to 500 cases of coronavirus despite lockdown. When you are going… https://t.co/jOygecW89V",positive,04-25
2370,"RT @PraetorianHorse: All my life I have tried to be Legit &amp; Honorable to go Higher in Life,
""I saw and learned, It became More Crooked as I…",positive,04-25
2371,"@ImranKhanPTI @YaranWatan Very well said 👋
Uganda President KAGUTA MUSEVENI warns against people misbehaving during… https://t.co/2RPofG95t6",positive,04-25
2372,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2373,"1st Ramadan ALLAH ki rehmat 😇
Beautiful weather in Islamabad

#Islamabad #Covid_19 #lockdown https://t.co/uqh2QaZRnz",positive,04-25
2374,"RT @UmarGanie1: As the mosques are closed in wake of spreading of deadly coronavirus , people are offering prayers and recite Quran inside…",negative,04-25
2375,"RT @IamLinthaTariq: Prof Dr Muhammad Javid shaheed ( ENT HMC )

Rest in Peace Hero!

May Allah bless him with highest rank in Jannah,a grea…",negative,04-25
2376,"You didn’t only shared quotes about kindness, generosity &amp; helping in fighting against the #Covid_19 on Social Medi… https://t.co/6fpHHfnFKs",positive,04-25
2377,RT @northerner_the: National flag of #Pakistan was illuminated on Matterhorn Switzerland last night. more than 12000 people have tested pos…,positive,04-25
2378,"This is my article on Covid 19 must read and also retweet. 

STRONG AND UNKNOWN ENEMY 
COVID -19
Today we live in a… https://t.co/S2IeFfauEF",positive,04-25
2379,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2380,"RT @Maham_Ahmd: Professor Dr Javed Iqbal, the most brilliant ENT surgeon &amp; even better human that i knew has lost his battle with #Covid_19…",positive,04-25
2381,"All my life I have tried to be Legit &amp; Honorable to go Higher in Life,
""I saw and learned, It became More Crooked a… https://t.co/rvxfudzxqQ",positive,04-25
2382,"Still having an income during this crisis is huge blessing. 
#Covid_19 
#lockdown",positive,04-25
2383,RT @MaqboolMajid: “Kashmir is not new to this and in fact the pandemic is being treated as a law and order situation [rather] than a seriou…,negative,04-25
2384,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2385,"IGNORANCE KILLS ❗
Stop buying cloth masks
It doesn't prevent any VIRUS 
Google it.
Remember to stay safe &amp; stay at… https://t.co/nbiYYmifBy",positive,04-25
2386,"RT @rifatabdullahh: #COVID-19 

Biggest Spike in Positive cases in Kashmir in 24 hours. 

40 Persons tested Positive in Kashmir Valley in l…",positive,04-25
2387,"RT @Sjunaidtweets: Avoid touching #MEN to stop the spread of #Covid_19-19
M- Mouth
E-  Eye
N- Nose
#Follow #Women to prevent #Covid_19.
W-…",positive,04-25
2388,"RT @DevelopmentPk: The Pakistani military received a batch of #COVID_19 aid on Friday, which was sent by the Chinese People's Liberation Ar…",negative,04-25
2389,"Success is the hidden treasure you gain by hardwork, It means that hardwork is the tool of success.
#moonahira… https://t.co/Ik3A2d9OFj",positive,04-25
2390,The current situation of #COVID_19 is getting worse due to our casual behavior. If continue then we do counting of… https://t.co/NwabxZtGAe,negative,04-25
2391,"Why are Chinese and Japanese firms contacting Pakistan to test the COVID-19 vaccine? 
Their own countries have more… https://t.co/aQA8jwMZDM",positive,04-25
2392,"RT @rifatabdullahh: #Exclusive 
A Pregnant lady with twin babies died at Maternity Hospital Anantnag today. She had come from a #COVID-19 R…",positive,04-25
2393,"RT @meraajwani: Bandipora daily report

دل نا اُممید تو نہیں ناکام ہی تو ہے
لمبی ہے غم کی شام مگر شام ھی تو ہے
Positive anything is better…",positive,04-25
2394,"RT @rifatabdullahh: #Exclusive 
A Pregnant lady with twin babies died at Maternity Hospital Anantnag today. She had come from a #COVID-19 R…",positive,04-25
2395,"17 More Covid-19 Patients in Recover, Discharged from Srinagar Hospitals https://t.co/ih3HCq4WhN https://t.co/BJPpqcZ6sm",positive,04-25
2396,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-25
2397,"Will this pandemic bring a power shift globally and in general ?

#Covid_19 #CoronavirusOutbreak",positive,04-25
2398,"RT AstuteNews: Better the Virus than Putin? In the Information War Against Russia, COVID-19 Is Just Another Weapon… https://t.co/scyQjWCPKr",positive,04-25
2399,"RT @rifatabdullahh: #COVID-19 

10 Persons who were #COVID-19 Positive have been discharged from SKIMS today. They have turned Negative now.",negative,04-25
2400,"RT @Sjunaidtweets: Avoid touching #MEN to stop the spread of #Covid_19-19
M- Mouth
E-  Eye
N- Nose
#Follow #Women to prevent #Covid_19.
W-…",positive,04-25
2401,"Swat COVID-19 Updates.
Total positive cases: 36
Deaths: 12
Alarming death rate of 33%",positive,04-25
2402,"The prophet Muhammad said , 

Whatever is prayed at the time of breaking the fast is granted and never refused ...… https://t.co/a6aTT8Ke6W",positive,04-25
2403,RT @rifatabdullahh: 53 Positive cases were detected in Kashmir Valley in 2 days only. Plz think over it. We are not taking #COVID-19 seriou…,positive,04-25
2404,"RT @Munmoojitv: @jasmeenmanzoor We love #molanaTariqJameel.
Must watch this exclusive video.

https://t.co/aXbGU7PYej

#hamidmir
#level4loc…",positive,04-25
2405,"RT @Munmoojitv: @jasmeenmanzoor We love #molanaTariqJameel
Must watch this exclusive video of #molanaTariqJameel.

https://t.co/aXbGU7PYej…",positive,04-25
2406,"RT @DanyalGilani: Who wants this on Eid? 🛍 😀
#Covid_19 #coronavirus #StaySafe https://t.co/gtP6hTDtfe",positive,04-25
2407,RT @HamidMirPAK: Good News:China may have a vaccine against #COVID19 by September 2020 for emergency use and will be available for general…,positive,04-25
2408,RT @MirKabeerNP: #Worldeconomy is collapseing under the #Covid_19  epidemic. Interestingly but not surprising #Pakistaneconomy already coll…,positive,04-25
2409,#Worldeconomy is collapseing under the #Covid_19  epidemic. Interestingly but not surprising #Pakistaneconomy alrea… https://t.co/m236fd8MFm,positive,04-25
2410,RT @NDF_Pak: NDF is pleased to announce that it has partnered with @GallupPak to conduct a series of webinars on #Covid_19 and its socio-po…,positive,04-25
2411,"Shops to remain closed in Lockdown 2.0. #IndiaFightsCorona https://t.co/0OJkrTgBUJ Press Information Bureau - PIB,… https://t.co/BMor3b5Pmf",negative,04-25
2412,RT @MaqboolMajid: “Kashmir is not new to this and in fact the pandemic is being treated as a law and order situation [rather] than a seriou…,negative,04-25
2413,"@jasmeenmanzoor We love #molanaTariqJameel
Must watch this exclusive video of #molanaTariqJameel.… https://t.co/8sCYLB4VDW",positive,04-25
2414,"RT @Sjunaidtweets: Avoid touching #MEN to stop the spread of #Covid_19-19
M- Mouth
E-  Eye
N- Nose
#Follow #Women to prevent #Covid_19.
W-…",positive,04-25
2415,"@jasmeenmanzoor We love #molanaTariqJameel.
Must watch this exclusive video.

https://t.co/aXbGU7PYej

#hamidmir
#level4lockdown
#Covid_19",positive,04-25
2416,"RT @IndianArmyAwaam: #IndianArmy extends warm wishes to the Kashmiri Awaam on the pious month of Ramzan. GOC, Kilo Force greeted villagers…",positive,04-25
2417,@jam_kamal Most of them were arrested and CM balochistan had the audacity to say that they work in OPDs and don’t n… https://t.co/jfwbXm2Iad,positive,04-25
2418,"RT @Munmoojitv: @HaroonsMusic @MalickViews @HamidMirPAK We love #molanaTariqJameel
He is great personality.
Must watch this exclusive video…",positive,04-25
2419,"@HaroonsMusic @MalickViews @HamidMirPAK We love #molanaTariqJameel
He is great personality.
Must watch this exclusi… https://t.co/HTe93InsFP",positive,04-25
2420,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-25
2421,"COVID-19: 42 people test positive, highest ever since pandemic outbreak in J&amp;K https://t.co/C3hBf6ucsN",positive,04-25
2422,"RT @TOLOnews: The head of the Herat govt's human resource dept, Mina Naderi, has tested positive for COVID-19, said Mohammad Rafiq Sherzai,…",positive,04-25
2423,"This is the first time in English literature that question &amp; answer, both are same;

Q: Who declared Corona as a pa… https://t.co/cbm5GlgEGr",positive,04-25
2424,KP CM to nominate doctor who died of Covid-19 for civil award. Great https://t.co/lhoug42nqu,positive,04-25
2425,Went to the market to get some things today. Unfortunately people are still not taking safety precautions seriously… https://t.co/eHPgiyCK1k,negative,04-25
2426,"Special Assistant to KP CM Kamran Bangash tests positive for Covid-19. Sad, Get well soon https://t.co/EuD3xzm5d9",positive,04-25
2427,"#BREAKING

🌏Worldwide #death toll due to #COVID-19 tops 200,000.

- Total #positive cases:- 2,867,984
- Total… https://t.co/IMiVF6UOEv",positive,04-25
2428,RT @northerner_the: National flag of #Pakistan was illuminated on Matterhorn Switzerland last night. more than 12000 people have tested pos…,positive,04-25
2429,German biotech firm working on Covid-19 vaccines not interested in takeover - Times of India https://t.co/5raUHo0NeY,negative,04-25
2430,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2431,"I can see the trend changing not certainly in #Covid_19 cases, but people getting saturated. I wish for some #Wisdom for all.",negative,04-26
2432,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2433,RT @PervezKhattakPK: During testing times under prevalent COVID 19; our armed forces are steadfast against the vibrant threat spectrum. Our…,positive,04-26
2434,RT @AsadmAijaz: Let Fundamentals be clear....            #COVID 19 #CovidCurveFlattens https://t.co/61m0Ct7ufI,positive,04-26
2435,"#Vaccine &amp; #Food
Two major challenges that will drive the world in #Covid_19 Pandemic.
Everyone will be in line for… https://t.co/IZgSxXd70k",positive,04-26
2436,RT @PervezKhattakPK: During testing times under prevalent COVID 19; our armed forces are steadfast against the vibrant threat spectrum. Our…,positive,04-26
2437,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2438,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2439,RT @MIFT_Uz: Deputy Prime Minister - Minister of Investments and Foreign Trade of #Uzbekistan S.Umurzakov and Vice President of #Turkey F.O…,negative,04-26
2440,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2441,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2442,RT @zaighamkhan: Finally some good news. The Singapore University of Technology and Design has predicted through mathematical modeling that…,positive,04-26
2443,This is going to be very difficult for District Anantnag.The district administration need Strenuous efforts to tack… https://t.co/CJV5uK5mx7,negative,04-26
2444,RT @AamirSaeed_: Pakistani doctors would need to triage #Covid_19 patients in coming weeks if govt failed to ensure a stricter lockdown as…,negative,04-26
2445,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2446,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2447,RT @SediqSediqqi: President Ghani spoke with the newly appointed UN Special Representative for Afghanistan Ambassador @DeborahLyonsUN congr…,positive,04-26
2448,RT @pgn_suhail: 300 Tablighi Jammat members have decided to donate plasma to severely ill COVID-19 patients. They may have got infected bec…,negative,04-26
2449,The COVID-19 positive cases continue to go up as 29 persons tested positive in Kashmir on Sunday that raised J&amp;K's… https://t.co/pzvVUePiOt,positive,04-26
2450,"Stay Home 🏡. Stay safe

Covid-19 https://t.co/aq87aXjG3d",positive,04-26
2451,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2452,RT @SikandarSherpao: Today went to condole with the family of Dr Javed in his native village. I salute his heroic sacrfice.  Thank you all…,positive,04-26
2453,RT @SikandarSherpao: Today went to condole with the family of Dr Javed in his native village. I salute his heroic sacrfice.  Thank you all…,positive,04-26
2454,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2455,RT @SikandarSherpao: Today went to condole with the family of Dr Javed in his native village. I salute his heroic sacrfice.  Thank you all…,positive,04-26
2456,RT @SikandarSherpao: Today went to condole with the family of Dr Javed in his native village. I salute his heroic sacrfice.  Thank you all…,positive,04-26
2457,"India's first #Covid-19 patient treated with plasma therapy recovers.
The 49-year-old male patient from Delhi had t… https://t.co/lwuyoMkXPN",positive,04-26
2458,"1 person died of COVID 19, 4 from bullet wounds...

Which is greater Pandemic..",positive,04-26
2459,RT @zaighamkhan: Finally some good news. The Singapore University of Technology and Design has predicted through mathematical modeling that…,positive,04-26
2460,"Azim Premji – India's most generous billionaire – and companies donate ₹1,125 crore to fight Covid-19 https://t.co/vQtt72jkWP",positive,04-26
2461,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2462,RT @zaighamkhan: Finally some good news. The Singapore University of Technology and Design has predicted through mathematical modeling that…,positive,04-26
2463,RT @PervezKhattakPK: During testing times under prevalent COVID 19; our armed forces are steadfast against the vibrant threat spectrum. Our…,positive,04-26
2464,Vaccine major Serum Institute of India on Sunday said it plans to start production of the Covid-19 vaccine develope… https://t.co/yXT8btSydM,positive,04-26
2465,"RT @DevelopmentPk: 2nd taraweeh of #Ramazan at Masjid el Haraam at Makkah with social distancing

 #Ramazan2020 
#CoronavirusOutbreak #Covi…",positive,04-26
2466,@AbdulHamidAhmad They blame Muslims for covid 19  just put the muslim in minorities like other religions,negative,04-26
2467,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2468,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2469,RT @Gulalai_Ismail: People like Tariq Jameel can’t dare to call out the real culprits of COVID-19 spread in Pakistan such as a confused PM&amp;…,negative,04-26
2470,Yara ye Lahore may kiisi larki ka #Covid_19 positive Aya hay Kay nahi subah say 10 jagah wo post dek chuka hu uskay… https://t.co/7nPGCPDXmC,positive,04-26
2471,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2472,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2473,"RT @UmarGanie1: As the mosques are closed in wake of spreading of deadly coronavirus , people are offering prayers and recite Quran inside…",negative,04-26
2474,"RT @JadoonHaya: Funeral of Dr.M.Javed,
ENT specialist, Hayatabad Medical Complex Peshawar..

He lost his battle against Covid-19, yesterday…",negative,04-26
2475,RT @rifatabdullahh: This case needs proper investigation. Why dead body of the lady was handed over to family members when COVID-19 test re…,negative,04-26
2476,RT @PervezKhattakPK: During testing times under prevalent COVID 19; our armed forces are steadfast against the vibrant threat spectrum. Our…,positive,04-26
2477,"RT @SnapPakistan: Amazing Pakistan 
📍Naran, Kaghan Valley, KP

#Pakistan #BeautifulPakistan #Covid_19 #coronavirus #lockdown https://t.co/o…",positive,04-26
2478,"Covid-19 is spreading faster in Pakistan, due to local contacts. The Government is doing everything in its power to… https://t.co/LrlkqiKerS",negative,04-26
2479,RT @zaighamkhan: Finally some good news. The Singapore University of Technology and Design has predicted through mathematical modeling that…,positive,04-26
2480,"RT @Khalid4u: @Samaanlateef
@drmfirdosi
@naseerganai

Congested Maternity hospital Anantnag likely to emerge as new COVID-19 hot spot ..

h…",positive,04-26
2481,RT @SediqSediqqi: President Ghani spoke with the newly appointed UN Special Representative for Afghanistan Ambassador @DeborahLyonsUN congr…,positive,04-26
