,text,Sentiment,created_at
2002,"#Graduate development opportunity - work remotely 
👉We are currently seeking a Graduate professional to join our te… https://t.co/b8UZf4mYl1",positive,04-21
2003,Virtual coffees and workout classes! Check out how these teams keep it fun while #remote. https://t.co/WiCYjstAcx… https://t.co/FcJjL1d5zD,positive,04-21
2004,Virtual coffees and workout classes! Check out how these teams keep it fun while #remote. https://t.co/rqgSHPqqjK… https://t.co/QxshVfyY4C,positive,04-21
2005,Virtual coffees and workout classes! Check out how these teams keep it fun while #remote. https://t.co/9Rj4mow1J0… https://t.co/pwEMjc3jMU,positive,04-21
2006,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-21
2007,"#wfh
Stick to work hours. Start and finish work at your normal times. It’s good to be a bit flexible, but don’t get… https://t.co/8X938XEJl2",positive,04-21
2008,RT @skhemerge: SKH Family brings to you the Work From Home (WFH) Moments during CoVid-19 Lockdown. This video showcasing the lockdown momen…,positive,04-21
2009,"@AnkerTwiter akuu! dari sektor telekomunikasi.. dapet wfh selang-seling jd masih tetep naik krl :D

minker jg tetap… https://t.co/UmsolOvvci",positive,04-21
2010,"When Mum moves your beds to help you chase the Autumn sun....we are so glad we are helping her #WFH !

Hmmmmmm https://t.co/PJSI4XZKuN",positive,04-21
2011,"Keep in touch and stay productive with @MicrosoftTeams and @Microsoft365 even when you're working remotely. #WFH

https://t.co/ylicEaXTex",positive,04-21
2012,RT @ChrispyDesign: I'm super excited to announce that I'm the new Associate Producer for @PlaySideStudios! I'm truly blessed to be working…,positive,04-21
2013,"Ever since I started WFH, my coffee breaks have become puppy breaks and I’m perfectly fine with this.",positive,04-21
2014,"RT @BGLdot: Join @Ron_Lesh &amp; @DTramma for a free, live webinar as they dive into the importance of positive #leadership! 🙌

Plus, learn how…",positive,04-21
2015,"RT @BGLdot: Join @Ron_Lesh &amp; @DTramma for a free, live webinar as they dive into the importance of positive #leadership! 🙌

Plus, learn how…",positive,04-21
2016,"@epi_punk Probably greater, b/c we really want to compare WFH rate with employment rate amongst 18-64 year olds, no… https://t.co/YMZH2aRNYW",positive,04-21
2017,"@epi_punk Your hope is fulfilled. That graph is ""all persons"", not ""all employed"". Start of article says 63% of ove… https://t.co/O00xRvmSAG",positive,04-21
2018,"By March 16th Cisco had made the decision to implement mandatory work from home for its more than 140,000 employees… https://t.co/mL5f8L5YvB",positive,04-21
2019,@kateinkew Haha true. Ironing is a thing of the past. Reminds me we have some dry cleaning that we dropped off a mo… https://t.co/JQTimSz0it,positive,04-20
2020,"The #IBM #WFH Pledge.

#CoronaVirus #COVIDー19 #Covid_19 @IBM https://t.co/TIeFFMCgjj",positive,04-20
2021,"RT @RexBusinessCas: Join Rex with guest, Dr Zach, discussing #HowTo avoid back pain when working from home -   #WFH tips and exercises

Wat…",positive,04-20
2022,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2023,"RT @deemadigan: It’s 8.45. Guess I’d better get up. I have to be at work in 15 minutes.

#wfh",positive,04-20
2024,"As more companies turn to a work-from-home setup, companies, and organizations, are faced with another concern— thr… https://t.co/bEurJHuWVH",positive,04-20
2025,If WFH is the new norm will people move to affordable regional areas? https://t.co/0rzoWjT1xz,positive,04-20
2026,Can you see how quiet it is #onthebay? #wfh day19 #lockdownNZ https://t.co/WWn9v5n3dX https://t.co/mBhasPaoJQ,positive,04-20
2027,@mimicsusu Sama aku minggu ini batal wfh sih jadi ayo menangis bersama,positive,04-20
2028,@mimicsusu Aku wfh ga berasa wfh soalnya di tlp mulu sama bos jadi lebih enak cuti saja biar ga diteror,positive,04-20
2029,"mierda que estuvo heavy el WFH hoy.

De que me perdi ?",negative,04-20
2030,"Want to learn how to create professional videos for internal comms, marketing and sales from your phone at home? 🏡📱… https://t.co/XEz6zFLYp4",negative,04-20
2031,#WFH Diaries: Jillian Davis of @barrettSF https://t.co/Ysb400FQTN via @themusebyclio,negative,04-20
2032,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,negative,04-20
2033,"Hella STARVED!! Since I woke up from my 4 hour nap just in time to WFH, I haven’t eaten, I look a mess, I need sust… https://t.co/2oIQnGcA85",negative,04-20
2034,"RT @xxfrelxx: WFH enaknya apa sih?
Jam kerja gak jelas, lembur sampe 28 jam kerja yang ada. Kerja gak bisa gak diburu buru. Udah gitu pasti…",negative,04-20
2035,"Protege a tu organización, cada capa de seguridad es valiosa en estos tiempos de #WFH. No queremos que la pases mal… https://t.co/NRhiG0vpTk",negative,04-20
2036,@RoflGandhi_ #WFH karna baad mein bhi. Ajkal practice karlo :),negative,04-20
2037,"RT @blessedkamal: @_brownelephant AMaZinG DeaR TeaM
@_brownelephant 
#wfh #deskgiveaway #giveaway #brownelephantfurniture #ContestAlert 
@R…",negative,04-20
2038,"@_brownelephant AMaZinG DeaR TeaM
@_brownelephant 
#wfh #deskgiveaway #giveaway #brownelephantfurniture… https://t.co/ux1indqfuv",negative,04-20
2039,@EverydayAims And by tomorrow I mean today 😂 My work laptop is having issues so gotta go in to get it fixed or repl… https://t.co/TDCldcq7Mt,negative,04-20
2040,@normal_ness Ofc! Im WFH but was on site last week. Im mostly away bc my ovaries have betrayed me again,negative,04-20
2041,"RT @czentrix: While Work from home is becoming a new normal, here is an indispensable app which is a must have for your WFH/ at home contac…",negative,04-20
2042,RT @Lalitesh_roshan: Seems my coworker is not taking WFH seriously.. whole day watching YouTube videos. Where is HR? https://t.co/qsTniQwO3U,negative,04-20
2043,RT @Lalitesh_roshan: My coworker next to me on break watching TikTok videos with his teddy without headphones.. 🤦‍♂️ WFH life https://t.co/…,negative,04-20
2044,"RT @Lalitesh_roshan: Dear Boss, 
Please accept my apology as I am unable to WFH today. My coworker has decided to use my workplace instead…",negative,04-20
2045,RT @Lalitesh_roshan: 15 days into WFH and my coworker named all the birds who visit our balcony frequently. This little cutie’s name is “ची…,negative,04-20
2046,RT @Lalitesh_roshan: Day 15 of WFH. My super helpful coworker. He answered few emails while i was on a call 🤦‍♂️ https://t.co/oZYul05ATV,negative,04-20
2047,"RT @Lalitesh_roshan: My coworker just got me a fake Tea in his toy cup 🤩 Trust me, I sipped &amp; I'm feeling all fresh now 😜 WFH Life https://…",negative,04-20
2048,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-20
2049,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2050,"Welcome, you are! #WFH #Backgrounds #Zoom #Skype #StarWars #VideoConference #VideoWallpapers

https://t.co/r5zKLhuRIJ",positive,04-20
2051,@halawatus Apa itu wfh? Makanan basi? Wkwk,positive,04-20
2052,Até ontem eu tava achando chato feriado nesse momento. Mas hoje eu já to pedindo pelo amor da deusa chega logo feri… https://t.co/ty27TWsdXy,positive,04-20
2053,@pelukanpanda WFH effect,positive,04-20
2054,"RT @imPalak18: @_brownelephant Done ✔️

#wfh #deskgiveaway #giveaway #brownelephantfurniture #ContestAlert
@_brownelephant

Tagging
@anuj12…",positive,04-20
2055,RT @laurellejoseph: @Kolie_Yola I bought so many things to organize my desk/bench. Now I work from my bed/dining room table/couch. Its a wh…,positive,04-20
2056,@Kolie_Yola I bought so many things to organize my desk/bench. Now I work from my bed/dining room table/couch. Its… https://t.co/8gRCAJoyiu,positive,04-20
2057,Has anyone else participated in a #virtualhappy hour at work? They're becoming very popular to create connection wh… https://t.co/efxf5UelVY,positive,04-20
2058,"Another project completed, happy to be able to solve problems for teachers in the world that we have to face #TODAY… https://t.co/5MBWSdEevT",positive,04-20
2059,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2060,"RT @ravikikan: #Business Continuity &amp; Productivity 

Informal Discussion with #Startups #Entrepreneurs #Enterprises #SMB 

Please register,…",positive,04-20
2061,"RT @ravikikan: #Business Continuity &amp; Productivity 

Informal Discussion with #Startups #Entrepreneurs #Enterprises #SMB 

Please register,…",positive,04-20
2062,"RT @ravikikan: #Business Continuity &amp; Productivity 

Informal Discussion with #Startups #Entrepreneurs #Enterprises #SMB 

Please register,…",positive,04-20
2063,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2064,"RT @daily_objects: Just like our desk in the office, our desk at home is unique. Post a picture of your workspace showing us how DailyObjec…",positive,04-20
2065,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2066,#WFH https://t.co/mEugQhhwnc,positive,04-20
2067,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2068,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2069,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2070,"Actual Customer Feedback on our Time Tracking and Scheduling systems
https://t.co/Fx4PBU8Xap

#CustomerExperience #WFH",positive,04-20
2071,RT @ErinMPerrine: I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on loudly v…,positive,04-20
2072,I’d like to apologize to any reporter who has had a call with me interrupted by my furry coworkers who insist on lo… https://t.co/Bt3RigFsDG,positive,04-20
2073,5 ways to fight WFH burnout and stay healthy - RescueTime Blog https://t.co/Wsv8O91q7n via @jorymackay,positive,04-20
2074,"Scale the Distance Beyond Physical Attributes To Ensure Work-From-Home Productivity

#wfh #growthstrategies… https://t.co/48roOpV6vc",positive,04-20
2075,Are you doing research on #workingfromhome or the medicine/management interdisciplinary research? @AJM_SAGE is inte… https://t.co/yZPVMloGJE,positive,04-20
2076,WFH: How are techies &amp; companies taking it https://t.co/LsYZzag4uH https://t.co/YUnN8BXDT6,positive,04-20
2077,Wfh and online learning. I have a feeling my tired will be tired https://t.co/1SjwTgCjYq,positive,04-20
2078,RT @MahindraComviva: Comviva is here to support you while you practice #socialdistancing to stay safe and healthy. We've initiated business…,positive,04-20
2079,"RT @GenomeStability: While I was on Easter break, the final pdf of our latest paper was published! Why not learn about the function of FANC…",positive,04-20
2080,#WFH for next few days! https://t.co/KH916ILw6H,positive,04-20
2081,"@urfavpartner_ Sama , tapi masih tetep wfh",positive,04-20
2082,Assist your agent performance by adapting to the new #wfm environment through our 5-step quality and coaching colla… https://t.co/pMmWNACysY,positive,04-20
2083,Wild whisker Monday. Not sure what's going on with Katiebelle’s whiskers this morning. Today she is my WFH buddy. W… https://t.co/vM9o4nNln6,positive,04-20
2084,"WEBINAR: Work At Home: A WFM Perspective
Presented by: Paul Chance, NICE
Thursday, May 14th at 10:00 a.m. ET / 3:00… https://t.co/1KTpnL0Xqb",positive,04-20
2085,"WFH enaknya apa sih?
Jam kerja gak jelas, lembur sampe 28 jam kerja yang ada. Kerja gak bisa gak diburu buru. Udah… https://t.co/jhwkbCRE3R",positive,04-20
2086,"RT @Aka5hKr: @_brownelephant Like &amp; follow✔️

#ContestAlert
#wfh #Deskgiveaway
#giveaway #brownelephantfurniture

@_brownelephant

Join
@sa…",positive,04-20
2087,@7upJerry @umobile Ye bro. Teruk sgt. Siang nk work from home pun susah. Takkan every day nk tido pkul 3 4 pagi.… https://t.co/ZVCIq0d9Yq,positive,04-20
2088,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2089,"7 Clever Digital Marketing Hacks to Increase Your Leads https://t.co/jarg7Qhnb2 via @optinmonster

#workingfromhome… https://t.co/aWdc4ADTmJ",positive,04-20
2090,"#sixsigma
Dear friends, amid lockdown and WFH, I have tried making few videos and are related to business process i… https://t.co/FKwxXRdkqD",positive,04-20
2091,RT @SarvOfficial: There is no denying that people hate #Monday. We even start to experience its wrath from Sunday evening. But when it is #…,positive,04-20
2092,RT @KalReid: The @SteamWhistle family is all here. #FriYAY #beeroclock #WFH #OntarioCraftBeer #CraftBeer #OntCraftBeer https://t.co/rc9ClYe…,positive,04-20
2093,"The Future of Functional Fitness. Great to use for #wfh #homeworkout #homexercise #hiit #workout #pt #ptlife
Exceed… https://t.co/8euv0jiPVn",positive,04-20
2094,RT @SimonJCar: We couldn't do it f2f but SAP InnovationX is back. It's digital so you can enjoy it while you WFH. Click here to visit our #…,positive,04-20
2095,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2096,RT @KalReid: The @SteamWhistle family is all here. #FriYAY #beeroclock #WFH #OntarioCraftBeer #CraftBeer #OntCraftBeer https://t.co/rc9ClYe…,positive,04-20
2097,"Sometimes you just gotta pause the #WFH, take advantage of the #lockdown and veg out on the couch.

What are you do… https://t.co/U920ZqTcX9",positive,04-20
2098,"aku tak tau la kan, tapi aku rasa wfh ni lagi penat dari kerja kat office 💆🏻‍♀️",positive,04-20
2099,"#Coronavirus: 3 Easy and Healthy Recipes to Try During Work from Home

#wfh #health #covid19lockdown

By :… https://t.co/F9cEhda64l",positive,04-20
2100,Be Grateful for everything you have during these tough times! #wfh #quarantine  #aurimblair #covid #workfromhome https://t.co/4Br3zA8gsm,positive,04-20
2101,Be Grateful for everything you have during these tough times! #wfh #quarantine  #aurimblair #covid #workfromhome 07… https://t.co/ufseg2BrFz,positive,04-20
2102,Be Grateful for everything you have during these tough times! #wfh #quarantine  #aurimblair #covid #workfromhome https://t.co/9fI2tFovly,positive,04-20
2103,I feel as if I am on #wfh for six months. I am glad that I have saved 6 months' of office space expenses.,positive,04-20
2104,Lagi Corona gini papa mama ku ga dapet wfh. Masih tetep masuk ngurusin warga +62 yang susah banget dibilangin suruh… https://t.co/28ymMZ77sx,positive,04-20
2105,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2106,"RT @desmaniadesign: #teamDESMANIA away but still together....
#SocialDistancing is great but still needs to be connected after all we are h…",positive,04-20
2107,"Stay healthy and keep your immunity strong by including #thyme in your daily cooking schedule. 

#lockdownextended… https://t.co/FDRYo87FqB",positive,04-20
2108,@theshahofblah @indrajitch @SumonChakraVIEW @arachnophobiac @memesaheb_sun4e @novicenerd @niraj_mike… https://t.co/8okXDv3VJx,positive,04-20
2109,"Great performance from @Infosys given the #CoronaPandemic 

- #WFH enabled for 93% of workforce
- FY20 revenues 9.8… https://t.co/L1ERR4rLam",positive,04-20
2110,Best thing for work from home #WFH right now is wireless headphones or for anybody that needs to type and talk - st… https://t.co/ucukf1CFyK,positive,04-20
2111,@KiranManral Who said WFH hits productivity?,positive,04-20
2112,This is the first day in five weeks of #WFH #iso that I did not venture outside for even a tiny walk and my muscula… https://t.co/aDGRrqRQBq,positive,04-20
2113,RT @binslie: An amazing friend worked hard on this (juggling WFH with looking after her two children) and it’s brilliant. Check it out 👇 ht…,positive,04-20
2114,@MarionBrunck Thank you Marion - indeed we are privileged to be both WFH and be able to spend time with her and aff… https://t.co/sTbZmWReay,positive,04-20
2115,"IT Companies are forcing to apply for leaves and advance leaves, even when employees are doinf WFH, just bcz they a… https://t.co/2gePyFkjz2",positive,04-20
2116,"RT @Aka5hKr: @_brownelephant Like &amp; follow✔️

#ContestAlert
#wfh #Deskgiveaway
#giveaway #brownelephantfurniture

@_brownelephant

Join
@sa…",positive,04-20
2117,"@_brownelephant Like &amp; follow✔️

#ContestAlert
#wfh #Deskgiveaway
#giveaway #brownelephantfurniture… https://t.co/8mDWn8wQqC",positive,04-20
2118,"Lalit Keshre, Co-Founder and CEO, Groww, is very comfortable with working from home.

#WFH #WorkFromHome #Covid19… https://t.co/kTsALhNctf",positive,04-20
2119,"RT @cjruiz18: I’ve never been one to WFH but today I officially started my PhD  from home 🤓 it’s not ideal to start during a pandemic, nor…",negative,04-20
2120,RT @NicolaSergienko: Today I popped flowers on my desk and I’m wearing something other than activewear for the first time in weeks. Feels g…,negative,04-20
2121,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-20
2122,My husband (@WillWatkins4th). Working from home. In a Spiderman onesie. I love him so much. #MyCurrentView… https://t.co/taAinGbKV1,negative,04-20
2123,"Future of WFH: @TCS aims to have only 25% of its workforce in office by 2025
Read More at: https://t.co/5jMJNiHRmS… https://t.co/ZuosH1VXcr",negative,04-20
2124,"Get brilliant outcomes from any circumstance; https://t.co/CnF9fqGZTt

Webinar | Quantum Transformation | 25 April… https://t.co/RNVJhX9e8t",negative,04-20
2125,RT @kashyapvartika: A thought-through tech stack is the core of any successful #RemoteTeam and #TaskManagement software is simply a must on…,negative,04-20
2126,"Wow, Great to see Leader of the nation guiding. WFH will now become part of planning. Office space, Travel budgets… https://t.co/UDvJL6FaRF",negative,04-20
2127,A thought-through tech stack is the core of any successful #RemoteTeam and #TaskManagement software is simply a mus… https://t.co/2SDDhPpJ12,negative,04-20
2128,"#HPE has moved quickly to help customers adopt HPE #VDI solutions for #WFH amid the #coronavirus pandemic, said Saa… https://t.co/tE3Sxfaa6o",negative,04-20
2129,"RT @EKing_Sci: Man. This is such a personal subject for me. 

This was meant to be a short listacle of tips but grew into so much more. 

I…",positive,04-20
2130,"Upgrade your WFH space for your next Zoom call with these backgrounds!  

To add to Zoom:
- Go to Settings then Vir… https://t.co/k0HnM4WsbH",positive,04-20
2131,@pnpai @kshitizpatel6 @FCSJigarShah @Shubham31143451 @icsi_cs @ashishgargcs @NagendraDRao1 @RanjeetPandeyCS… https://t.co/kKZ126xXrL,positive,04-20
2132,"So now everyone's WFH, has anyone tried replicating https://t.co/XQlOJuJAAS as part of a zoom call?",positive,04-20
2133,@ashulz @paulmp @TexanMeg I switched to Apple 6 years ago. Never had to ctrl-alt-del since. Sorry but it’s true. Wh… https://t.co/0dgarYISAw,positive,04-20
2134,"wfh songs 😃
https://t.co/viZkZDZiWW
https://t.co/basHjsBFFA
https://t.co/POT7tZ7EXI
https://t.co/HSPQniaBeG… https://t.co/2PDPR2dLKk",positive,04-20
2135,@valuedelay The alcohol may not have been technically hoarded... this could be new wfh demand levels,positive,04-20
2136,RT @nicowaisman: WFH https://t.co/3KKN4EEfCI,positive,04-20
2137,"@_brownelephant But Yes, i will tag my friends who might need this 😎
join &amp; follow @_brownelephant 
@bhelman9… https://t.co/OW8EUs5FGw",positive,04-20
2138,"Pehle aap, pehle aap mein nawab sahab ki gaadi nikal gayi.
Skype meeting in the WFH home environment is a life less… https://t.co/bbeSwBhCKL",positive,04-20
2139,"@_brownelephant Can i tag myself 😁
because i need it badly, I'm working from home right now &amp; i need to carry every… https://t.co/eTdy5Wm0Cf",negative,04-20
2140,"Rock hard #abs challenge #workout day 29! On
#Day25ofLockdown #StayAtHome🇿🇦 #WFH #HomeWorkout https://t.co/QEwSO0GYU4",negative,04-20
2141,"I have started watching friends episodes today, again. 

Have I fallen into a trap?

#wfh #lockdowntime #athomeshow",negative,04-20
2142,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-20
2143,"RT @deemadigan: It’s 8.45. Guess I’d better get up. I have to be at work in 15 minutes.

#wfh",negative,04-20
2144,@Nioreweets இப்போ wfh ?,negative,04-20
2145,It’s all about a deeper human connection. @Vindicia CEO Sharath Dorbala on how #COVID-19 is pushing #technology and… https://t.co/K7gqMC4yvH,negative,04-20
2146,WFH lunch breaks are not long enough!,negative,04-20
2147,"RT @Lumaansh: Those with old laptops, slow phones, and no earphones are facing a hard time with WFH. Why do we even make announcements that…",negative,04-20
2148,"How to Successfully Remote #WFH, According to 6 Social Media Professionals https://t.co/uhXCWnZiUj",negative,04-20
2149,RT @AusPharmCouncil: BIG thanks to our Subject Matter Experts who help us develop our examination questions. Today the exams team are hosti…,positive,04-20
2150,RT @nicowaisman: WFH https://t.co/3KKN4EEfCI,positive,04-20
2151,WFH Week 4 #WeAreCisco #LoveWhereYouWork https://t.co/MkraKuCQJK,positive,04-20
2152,Employers need to support parents struggling to homeschool and WFH. 8 hours work + 6 hours school + 5 hours care (a… https://t.co/2wWp1jpMpa,positive,04-20
2153,"Enaknya yang masih single, WFH di rumah gak ada yang gangguin. Heyyy jujur mamak-bapak guee gak kalah annoying dari… https://t.co/9P060r9C6Z",positive,04-20
2154,Missing lunch from your favourite city spots whilst working from home? Why not try and re create your go to sandwic… https://t.co/uvu0tq26CC,positive,04-20
2155,"@thecattery @katjh22 Ours did too. They have basically said whatever you need, stay away from site if you can. They… https://t.co/wj89X0nq98",positive,04-20
2156,@dhiraj_relli please do something to your app or with WFH working other we have no choice but to migrate.@hdfcsec,positive,04-20
2157,https://t.co/K1Q7w4PH1V https://t.co/n8pDDubB1L,positive,04-20
2158,@MamaOfLouis That's really cool. I'm mostly stable but given I can't run (my treadmill only goes up to 6kms) I have… https://t.co/ai68yEL8Re,positive,04-20
2159,This week's #wfh inspiration brought to you by @AgnesBosanquet Everyday life https://t.co/GJ6dOYJEsr Love that painting!,positive,04-20
2160,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2161,Okay one perk of WFH is that you can nap whenever you want to,positive,04-20
2162,"RT @hagsie: Sunrise this more in #SydneyPark, I think I’ve finally appreciated this sculpture in the way the artist intended. By the time w…",positive,04-20
2163,#onlinelearning #onlinesessions #onlinetraining #COVIDー19 #WFH #institutes #universities #classes #futurework https://t.co/Fh6x47ivci,positive,04-20
2164,You think wfh I’d be way better at organising meals. Nope. We have never eaten more takeout. I like to think it’s m… https://t.co/sg0RyIYn8t,positive,04-20
2165,"RT @lailahrhmtl: Tidak ada yg berkembang dari diriku di semester 6 ini, kecuali berat badan dan kebodohanku #WFH",positive,04-20
2166,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2167,"WFH + MOURNING = wake up, no eat, no break until clock out at 5pm. walay gana kaon, walay gana break. kapoy kinabuhi oy",positive,04-20
2168,"How To Deal With A Remote Team That Has Become Restless?
#remoteteam #remotework #wfh #COVID 
https://t.co/CRqpYae7EN",positive,04-20
2169,We’re staying positive! #Epson #WFH https://t.co/A798S4haAT,positive,04-20
2170,"RT @callinoLondon: Your clothing can cheer you up, Formal Dressing along with a happy smile, Give you More Cheerful even While #WFH

#Quara…",positive,04-20
2171,RT @infinitylal: So many women have such conflicting feelings about WFH.  It is good for them in some ways (when they need balancing) and t…,positive,04-20
2172,"Business continuity is a key challenge for many tech-enabled businesses during covid-19 crisis, There is a massive… https://t.co/Swf9RJepe3",positive,04-20
2173,"@swearingmoney Having said that, I ended up waliking in to the office and working there (had a whole department to… https://t.co/nOx2gF5fVt",positive,04-20
2174,"How’s everyone doing with the #ISO #WFH and #homeschooling … while I am enjoying more time with my family, I am tad… https://t.co/Km7tsYbwS0",positive,04-20
2175,@Spannerx12 @propinqua It’s a personal item not a work one. My IT nerds are completely swamped as they’ve moved the… https://t.co/z7qZvPjL6i,positive,04-20
2176,So many women have such conflicting feelings about WFH.  It is good for them in some ways (when they need balancing… https://t.co/zOuNo6LVEv,positive,04-20
2177,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2178,Amma voicing her displeasure at the shape of her roti made it to my WFH Zoom call. How's your day coming along?,positive,04-20
2179,"Your clothing can cheer you up, Formal Dressing along with a happy smile, Give you More Cheerful even While #WFH… https://t.co/CodbL3huio",positive,04-20
2180,"RT @deemadigan: It’s 8.45. Guess I’d better get up. I have to be at work in 15 minutes.

#wfh",positive,04-20
2181,@yumiyurichn Bat ka tinanggalan? 🥺🥺🥺 HAHA pano ka nagpukpok? Nakita nila? HAha wow sila wfh? May mga Japanese kang workmate?,positive,04-20
2182,@wxnnyyy Tak wfh eh,positive,04-20
2183,"@ABPNews 

We Will Overcome this Pandemic Soon #staysafe
Here is Poem form PR24x7 Founder , Atul Malikram Inspired… https://t.co/uM0y8Ojy0N",positive,04-20
2184,@theshineline Job losses are terrible no matter the cause but Australian travel demand will surely reduce now WFH i… https://t.co/js6KKsPpAE,positive,04-20
2185,"RT @tseenster: I should also flag that @researchwhisper (me and @jod999) are hosting the #virtualnotviral tweetchat next week, which is foc…",positive,04-20
2186,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2187,"@_brownelephant #wfh #deskgiveaway #giveaway #brownelephantfurniture #ContestAlert 

They all need brand work desk… https://t.co/IhDK9OVpNM",positive,04-20
2188,a good take on the WFH problem when kids are involved! https://t.co/JkIXpMuy6V https://t.co/45qb4K1H1T,positive,04-20
2189,RT @itacecorg: Made with love &amp; #SiyaniSahelian power touch.The incredible ladies of South Punjab are working to meet ever growing need of…,positive,04-20
2190,"Gua tau kenapa para napi di bebasin. Ya karena biar polisi ada kerjaan wkwkwkk

#AnjingPeking #HelpKotaStudents… https://t.co/FQd4EuRutU",positive,04-20
2191,"For working moms, the #WFH routine is a different ball game altogether. Our team member, Shraddha Singh, shares a g… https://t.co/U7lxqu0sLm",positive,04-20
2192,"@_brownelephant I feel @sanchitabhartiy needs work desk 

#wfh #deskgiveaway #giveaway #brownelephantfurniture #ContestAlert",positive,04-20
2193,"While Work from home is becoming a new normal, here is an indispensable app which is a must have for your WFH/ at h… https://t.co/FaxEXmMirb",positive,04-20
2194,"@republikaonline Sitiip dii minggi, tim Kimimpin RB mingiviliisi piliyinin piblik silimi WFH",positive,04-20
2195,"WFH Update Day 24: Realised it's too hard to manually count the workdays from 16-March, so wrote a little public-ho… https://t.co/ueJOgI0KmP",positive,04-20
2196,"RT @ravikikan: #Business Continuity &amp; Productivity 

Informal Discussion with #Startups #Entrepreneurs #Enterprises #SMB 

Please register,…",positive,04-20
2197,"@the_regmeister #WFH e ba Sentse... Ha qeta ba senda di ""Enjoy the rest of your Sunday"" 👀",positive,04-20
2198,"#Business Continuity &amp; Productivity 

Informal Discussion with #Startups #Entrepreneurs #Enterprises #SMB 

Please… https://t.co/5xXekvrqmp",positive,04-20
2199,"@robjmunday @GuzzCasts @Telstra As with all external, the need for the product 9/10 outweighs small % of unsatisfie… https://t.co/cIpn9jLpol",negative,04-20
2200,@officiald2h how to get support from  Customer care . No feedback from customer care saying they are doing WFH so no access to any system,negative,04-20
2201,"@_brownelephant #wfh #deskgiveaway #Giveaway #BrownElephantFurniture #ContestAlert
 
@PremKrSahu @DippakMehrotra… https://t.co/qO2pGdw4aJ",negative,04-20
2202,Firing up the home office for another #lockdown working week with plenty of coffee and poetry. And here’s the hampe… https://t.co/A2rZ84ieNu,negative,04-20
2203,"#StayHome and work towards #success! 
.
.
#covid19 #lockdown #lockdowndiaries #indiafightscorona #successmindset… https://t.co/2bo4uNUgTK",negative,04-20
2204,"Our SVP Sales &amp; Services APJ, Colin Brookes, discussed on Singapore’s @moneyfm893’s #PrimeTime show how IT can ensu… https://t.co/IQoeWySPOh",negative,04-20
2205,"@FirstMediaCares internet masih mati tv tidak, segera teknisi please butuh buat wfh internetnya ga butuh tv. Reply asap please 65020101",negative,04-20
2206,@mgsiegler I am curious as to what @Apple does in the wfh space. Now might be a good a time as any to release iMess… https://t.co/4KIMXE42rF,negative,04-20
2207,No sutta break since WFH happened. I am missing my office hours! :(,negative,04-20
